"item","description","series","facility","status","avail_for_sale","list_price","net_price","disc_price","product_style","product_type","catalog_description","catalog_material","finish_code","finish","item_height","item_width","item_length","item_depth","item_diameter","item_extension","package_height","package_width","package_length","weight","freight_only","not_ul_approved","energy_star","energy_saving","es_lamp_included","dark_sky","ul_type","amps","fan_watts","rpm","motor_size","motor_poles","motor_warranty","motor_lead_wire","motor_pull_switch_type","motor_reverse_switch_type","number_of_blades","sweep","blade_side_a_color","blade_side_b_color","arm_pitch","downrod_length1","downrod_length2","overall_fan_height","ceiling_to_lower_edge_of_blade","canopy_height","fan_housing_width","bulb_type","number_of_lights","light_watts","socket","diffuser_type","diffuser_material","diffuser_panels","shade_pattern","shade_color","diffuser_shape","multi_piece_count","multi_piece_height","multi_piece_width","multi_piece_length","multi_piece_depth","multi_piece_diameter","multi_piece_extension","phase_out","vendor_origin","master_pack","inner_pack","cartons_per_item","carb_required","lacey_required","fws_required","fda_required","carb_compliant","map_price","UPC"
"5422-1-265","ROSSINGTON CLR/SD WMT-STN","Rossington","QRW","Active",107,83.25,27.75,27.75,"Transitional","Wall Mount","","","STN","Satin Nickel w/ Clear/Seeded",9.00,5.00,.00,.00,.00,6.00,7.50,10.00,6.50,2.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",6,1,0,"N         ","N         ","N         ","N         ","N         ",55.50,"190808127310"
"5422-1-280","ROSSINGTON CLR/SD WMT-AGB","Rossington","QRW","Active",83,83.25,27.75,27.75,"Transitional","Wall Mount","","","AGB","Aged Brass w/ Clear/Seeded",9.00,5.13,.00,.00,.00,6.00,7.50,10.00,6.50,2.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",6,1,0,"N         ","N         ","N         ","N         ","N         ",55.50,"190808127327"
"5422-1-286","ROSSINGTON CLR/SD WMT -OB","Rossington","QRW","Active",101,83.25,27.75,27.75,"Transitional","Wall Mount","","","OB","Oiled Bronze w/ Clear/Seeded",9.00,5.13,.00,.00,.00,6.00,7.50,10.00,6.50,2.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",6,1,0,"N         ","N         ","N         ","N         ","N         ",55.50,"190808127334"
"5427-1-265","JARDIN CLR/SD WLMT - STN","Jardin","QRW","Active",78,68.25,22.75,22.75,"Traditional","Wall Mount","","","STN","Satin Nickel w/ Clear/Seeded",15.00,5.75,.00,.00,.00,7.25,8.50,8.75,14.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",45.50,"190808126825"
"5427-1-286","JARDIN CLR/SD WLMT - OB","Jardin","QRW","Active",27,68.25,22.75,22.75,"Transitional","Wall Mount","","","OB","Oiled Bronze w/ Clear/Seeded",15.00,5.75,.00,.00,.00,7.25,8.50,8.75,14.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",45.50,"190808126832"
"5427-1-65","JARDIN 1LT WALL MT - STN","Jardin","QRW","Active",115,68.25,22.75,22.75,"Transitional","Wall Mount","","","STN","Satin Nickel ",15.00,5.75,.00,.00,.00,7.25,8.50,8.75,14.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"A Type","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",45.50,"190808102683"
"54525-65","PREMIER 52"" UNI-PACK -STN","Premier","QRW","Active",266,375.75,125.25,125.25,"Transitional","Ceiling Fan","","","STN","Satin Nickel ",9.50,15.00,28.00,.00,.00,.00,13.00,25.25,9.00,22.20,"N","N","N","N","N","N","Dry",".49/.32/.21","58.6/25.9/11","179/114/69","172x14","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Silver                          ","Walnut                          ",12.00,6.00,.00,19.40,13.20,.00,.00,"LED","1","28","Array","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",250.50,"190808117212"
"54525-69","PREMIER 52"" UNI-PACK -TXB","Premier","QRW","Active",247,404.25,134.75,134.75,"Transitional","Ceiling Fan","","","TXB","Textured Black ",10.00,15.00,28.25,.00,.00,.00,13.00,25.25,9.00,22.20,"N","N","N","N","N","N","Dry",".49/.32/.21","58.6/25.9/11","179/114/69","172x14","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Matte Black                     ","Weathered Oak                   ",12.00,6.00,.00,19.40,13.20,.00,.00,"LED","1","28","Array","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",269.50,"190808117229"
"54525-8","PREMIER 52"" UNI-PACK - SW","Premier","QRW","Active",230,366.75,122.25,122.25,"Transitional","Ceiling Fan","","","SW","Studio White ",9.75,15.00,28.25,.00,.00,.00,13.00,25.25,9.00,22.20,"N","N","N","N","N","N","Dry",".49/.32/.21","58.6/25.9/11","179/114/69","172x14","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Studio White                    ","Studio White                    ",12.00,6.00,.00,19.40,13.20,.00,.00,"LED","1","28","Array","","",,"","","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",244.50,"190808117205"
"54525-80","PREMIER 52"" UNI-PACK -AGB","Premier","QRW","Active",230,404.25,134.75,134.75,"Transitional","Ceiling Fan","","","AGB","Aged Brass ",10.00,15.00,28.00,.00,.00,.00,13.00,25.25,9.00,22.20,"N","N","N","N","N","N","Dry",".49/.32/.21","58.6/25.9/11","179/114/69","172x14","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Matte Black                     ","Walnut                          ",12.00,6.00,.00,19.40,13.20,.00,.00,"LED","1","28","Array","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",269.50,"190808117236"
"54525-86","PREMIER 52"" UNI-PACK - OB","Premier","QRW","Active",255,404.25,134.75,134.75,"Transitional","Ceiling Fan","","","OB","Oiled Bronze ",9.50,15.00,28.25,.00,.00,.00,13.00,25.25,9.00,22.20,"N","N","N","N","N","N","Dry",".49/.32/.21","58.6/25.9/11","179/114/69","172x14","16","Limited Lifetime",80.00,"Hi/Med/Low/Off","Slide",5,"52                              ","Walnut                          ","Weathered Oak                   ",12.00,6.00,.00,19.40,13.20,.00,.00,"LED","1","28","Array","","",,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",269.50,"190808117243"
"5459-1-259","ENCLAVE 1LT CL/SD WM -MB","Enclave","QRW","Active",178,75.00,25.00,25.00,"","Wall Mount","","","MB","Matte Black w/ Clear/Seeded",8.00,5.50,.00,.00,.00,7.00,8.50,9.50,10.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",50.00,"190808154316"
"5459-1-265","ENCLAVE 1LT CL/SD WM-STN ","Enclave","QRW","Active",100,75.00,25.00,25.00,"Transitional","Wall Mount","","","STN","Satin Nickel w/ Clear/Seeded",8.00,5.50,.00,.00,.00,7.00,8.50,9.50,10.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",50.00,"190808127044"
"5459-1-280","ENCLAVE 1LT CL/SD WM-AGB ","Enclave","QRW","Active",35,75.00,25.00,25.00,"Transitional","Wall Mount","","","AGB","Aged Brass w/ Clear/Seeded",8.00,5.50,.00,.00,.00,7.00,8.50,9.50,10.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",50.00,"190808127051"
"5459-1-286","ENCLAVE 1LT CL/SD WM -OB ","Enclave","QRW","Active",289,75.00,25.00,25.00,"Transitional","Wall Mount","","","OB","Oiled Bronze w/ Clear/Seeded",8.00,5.50,.00,.00,.00,7.00,8.50,9.50,10.00,3.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",50.00,"190808127068"
"5277-1-69","HARBIN 1LT WL MNT - TXB  ","Harbin","QRW","Active",1,159.75,53.25,53.25,"Soft Contemporary","Wall Mount","","","TXB","Textured Black ",16.00,5.00,.00,.00,.00,4.75,10.25,7.50,13.50,3.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","60","Candelabra","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"","","","","N         ",106.50,"190808151162"
"5277-1-80","HARBIN 1LT WL MNT - AGB","Harbin","QRW","Active",0,185.25,61.75,61.75,"Soft Contemporary","Wall Mount","","","AGB","Aged Brass ",16.00,5.00,.00,.00,.00,4.75,10.25,7.50,13.50,3.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","60","Candelabra","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",123.50,"190808151179"
"5277-2-69","HARBIN 2LT WL MNT - TXB  ","Harbin","QRW","Active",56,284.25,94.75,94.75,"Soft Contemporary","Wall Mount","","","TXB","Textured Black ",16.00,9.00,.00,.00,.00,4.75,11.00,9.50,14.00,5.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Candelabra","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",189.50,"190808151186"
"529-1-6980","EMPIRE 1LT WL/MT -TXB/AGB","Empire","QRW","Active",84,211.50,70.50,70.50,"","Wall Mount","","","TXB","Textured Black w/ Aged Brass",8.25,4.50,.00,.00,.00,5.50,7.00,8.00,13.00,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Clear/Fluted","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",141.00,"190808144669"
"5306-2-70","SALENTO 2LT WALL MT - PW","Salento","QRW","Active",0,280.50,93.50,93.50,"Traditional","Wall Mount","","","PW","Persian White ",14.00,12.00,.00,.00,.00,7.25,16.00,7.50,12.50,4.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",187.00,"190808063007"
"5306-2-94","SALENTO 2LT WALL MT - FRU","Salento","QRW","Active",63,280.50,93.50,93.50,"Transitional","Wall Mount","","","FRU","French Umber ",14.00,12.00,.00,.00,.00,7.25,16.00,7.50,12.50,4.20,"N","N","N","N","N","N","Dry","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",187.00,"190808063014"
"5309-1-17","CELESTE 1LT WALL MT - ZI","Celeste","QRW","Active",48,119.25,39.75,39.75,"Transitional","Wall Mount","","","ZI","Zinc ",19.00,4.75,.00,.00,.00,6.25,15.25,7.25,6.25,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",79.50,"190808077264"
"5309-1-60","CELESTE 1LT WALL MT - ASL","Celeste","QRW","Active",0,119.25,39.75,39.75,"Transitional","Wall Mount","","","ASL","Aged Silver Leaf ",19.00,4.75,.00,.00,.00,6.25,15.25,7.25,6.25,2.20,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",79.50,"190808077868"
"5309-1-62","CELESTE 1LT WALL MT - PN","Celeste","QRW","Active",0,119.25,39.75,39.75,"Transitional","Wall Mount","","","PN","Polished Nickel ",19.00,4.75,.00,.00,.00,6.25,15.25,7.25,6.25,2.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","Glass",0,"","Opal","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",79.50,"190808077875"
"531-2-6980","LACY 2LT WALL MT -TXB/AGB","Lacy","QRW","Active",83,197.25,65.75,65.75,"Soft Contemporary","Wall Mount","","","TXB","Textured Black w/ Aged Brass",13.88,10.00,.00,.00,.00,3.50,5.50,12.00,16.00,1.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","60","Candelabra","","",0,"","","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",131.50,"190808135384"
"5311-1-65","BENNETT 1LT WALL MT - STN","Bennett","QRW","Active",76,384.00,128.00,128.00,"Transitional","Wall Mount","","","STN","Satin Nickel ",16.00,11.00,.00,.00,.00,11.50,17.00,11.00,14.00,4.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","1","100","Medium","","",0,"","","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",256.00,"190808125583"
"5317-2-80","VOL·N 2LT VANITY - AGB","Vol·n","QRW","Active",7,275.25,91.75,91.75,"","Vanity","","","AGB","Aged Brass ",8.50,15.50,.00,.00,.00,7.25,14.50,9.50,15.75,3.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",183.50,"190808144607"
"5317-3-80","VOL·N 3LT VANITY - AGB","Vol·n","QRW","Active",0,358.50,119.50,119.50,"","Vanity","","","AGB","Aged Brass ",8.50,24.00,.00,.00,.00,7.25,14.50,9.00,23.25,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",239.00,"190808144614"
"5317-4-80","VOL·N 4LT VANITY - AGB","Vol·n","QRW","Active",0,426.75,142.25,142.25,"","Vanity","","","AGB","Aged Brass ",8.50,32.50,.00,.00,.00,7.25,15.00,9.50,31.25,6.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",284.50,"190808144621"
"532-2-65","LACY 2LT STN OPAL - STN","Lacy","QRW","Active",54,264.75,88.25,88.25,"Soft Contemporary","Vanity","","","STN","Satin Nickel ",11.50,15.00,.00,.00,.00,7.75,13.50,9.50,15.00,3.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"Y","China",1,1,1,"N         ","N         ","N         ","N         ","N         ",176.50,"190808135353"
"532-2-6980","LACY 2LT CLR/SD -TXB/AGB ","Lacy","QRW","Active",38,291.75,97.25,97.25,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",11.50,15.00,.00,.00,.00,7.75,13.50,9.50,15.00,3.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","2","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",194.50,"190808135391"
"532-3-6980","LACY 3LT CLR/SD -TXB/AGB ","Lacy","QRW","Active",0,381.75,127.25,127.25,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",11.50,24.00,.00,.00,.00,7.75,13.50,9.50,21.50,5.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",254.50,"190808135407"
"532-4-65","LACY 4LT STN OPAL - STN","Lacy","QRW","Active",5,451.50,150.50,150.50,"Soft Contemporary","Vanity","","","STN","Satin Nickel ",11.50,33.00,.00,.00,.00,7.75,13.50,9.50,31.50,5.80,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"Y","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",301.00,"190808135377"
"532-4-6980","LACY 4LT CLR/SD -TXB/AGB ","Lacy","QRW","Active",73,498.00,166.00,166.00,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Aged Brass",11.50,33.00,.00,.00,.00,7.75,13.50,9.50,31.50,6.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",332.00,"190808135414"
"5364-4-7","ELLIS 4LT VANITY - TBS","Ellis","QRW","Active",32,460.50,153.50,153.50,"Transitional","Vanity","","","TBS","Tumbled Steel ",8.50,26.25,.00,.00,.00,7.50,11.00,9.00,28.25,10.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",307.00,"190808081131"
"5364-4-86","ELLIS 4LT VANITY - OB","Ellis","QRW","Active",4,460.50,153.50,153.50,"Industrial ","Vanity","","","OB","Oiled Bronze ",8.50,26.25,.00,.00,.00,7.50,11.00,9.00,28.25,10.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",1,0,1,"N         ","N         ","N         ","N         ","N         ",307.00,"190808081186"
"5369-3-65","3LT CYLINDER VANITY - STN","","QRW","Active",15,396.00,132.00,132.00,"Transitional","Vanity","","","STN","Satin Nickel ",7.75,24.00,.00,.00,.00,6.00,7.75,14.75,26.75,12.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",264.00,"190808043658"
"5369-3-80","3LT CYLINDER VANITY - AGB","","QRW","Active",76,396.00,132.00,132.00,"Transitional","Vanity","","","AGB","Aged Brass ",7.75,24.00,.00,.00,.00,6.00,7.50,14.75,26.75,12.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","3","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",264.00,"190808102607"
"5369-4-14","4LT CYLINDER VANITY - CH","","QRW","Active",52,526.50,175.50,175.50,"Transitional","Vanity","","","CH","Chrome ",7.75,33.00,.00,.00,.00,6.00,7.75,14.75,35.25,15.70,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",351.00,"190808043689"
"5369-4-265","4LT CLR/SD CYLINDER - STN","","QRW","Active",65,597.00,199.00,199.00,"Soft Contemporary","Vanity","","","STN","Satin Nickel w/ Clear/Seeded",7.75,33.00,.00,.00,.00,6.00,7.50,14.75,35.50,14.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",2,1,0,"N         ","N         ","N         ","N         ","N         ",398.00,"190808135230"
"5369-4-269","4LT CLR/SD CYLINDER - TXB","","QRW","Active",431,597.00,199.00,199.00,"Soft Contemporary","Vanity","","","TXB","Textured Black w/ Clear/Seeded",7.75,33.00,.00,.00,.00,6.00,7.50,14.75,35.50,14.40,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",2,1,0,"N         ","N         ","N         ","N         ","N         ",398.00,"190808135247"
"5369-4-280","4LT CLR/SD CYLINDER - AGB","","QRW","Active",33,597.00,199.00,199.00,"Soft Contemporary","Vanity","","","AGB","Aged Brass w/ Clear/Seeded",7.75,33.00,.00,.00,.00,6.00,7.50,14.75,35.50,14.60,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Clear seeded","",0,,,,,,,"N","China",2,1,0,"N         ","N         ","N         ","N         ","N         ",398.00,"190808135254"
"5369-4-65","4LT CYLINDER VANITY - STN","","QRW","Active",0,526.50,175.50,175.50,"Transitional","Vanity","","","STN","Satin Nickel ",7.75,33.00,.00,.00,.00,6.00,8.00,14.75,35.50,15.50,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,1,"N         ","N         ","N         ","N         ","N         ",351.00,"190808043696"
"5369-4-80","4LT CYLINDER VANITY - AGB","","QRW","Active",35,526.50,175.50,175.50,"Traditional","Vanity","","","AGB","Aged Brass ",7.75,33.00,.00,.00,.00,6.00,7.50,14.75,35.50,17.00,"N","N","N","N","N","N","Damp","","","","","","",,"","",,"","","",,,,,,,,"","4","100","Medium","","Glass",0,"","Satin opal","",0,,,,,,,"N","China",2,1,0,"N         ","N         ","N         ","N         ","N         ",351.00,"190808102614"
